206727;0;0;0;0;0;0;1.7633922713235006;
206525;0;0;0;0;0;0;1.5148030420975889;
145632;0;0;0;0;0;0;1.7467390293431615;
227533;0;0;0;0;0;0;1.7891612718374263;
255740;0;0;0;0;0;0;1.8018452821200688;
127226;0;0;0;0;0;0;1.5384581125959196;
257946;0;0;0;0;0;0;1.5718405433035154;
123117;0;0;0;0;0;0;1.4081117600796402;
151324;0;0;0;0;0;0;1.8267709428632026;
299760;0;0;0;0;0;0;1.6923199787408911;
191235;0;0;0;0;0;0;1.629099301687898;
510225;0;0;0;0;0;0;1.61424082867626;
204218;0;0;0;0;0;0;1.5896413086085635;
211821;0;0;0;0;0;0;1.6804672428736322;
103818;0;0;0;0;0;0;1.6966526812359408;
100307;0;0;0;0;0;0;-1;
413934;0;0;0;0;0;0;1.7130939483071965;
238033;0;0;0;0;0;0;1.7466229143384455;
130518;0;0;0;0;0;0;1.5921692788532247;
342129;0;0;0;0;0;0;1.563272148803173;
329844;0;0;0;0;0;0;1.6283702226130905;
165941;0;0;0;0;0;0;1.5956487943076756;
111716;0;0;0;0;0;0;1.6804468987151635;
127832;0;0;0;0;0;0;1.602190685872296;
143830;0;0;0;0;0;0;1.619631510448669;
138130;0;0;0;0;0;0;1.7924529544054055;
105115;0;0;0;0;0;0;1.8587471916926086;
123723;0;0;0;0;0;0;-1;
152225;0;0;0;0;0;0;1.496253727782909;
122620;0;0;0;0;0;0;1.6912917651922699;
106016;0;0;0;0;0;0;1.7309646740734577;
349244;0;0;0;0;0;0;1.8300381450153973;
136631;0;0;0;0;0;0;1.7157235887708673;
147636;0;0;0;0;0;0;1.6335040968903813;
120111;0;0;0;0;0;0;1.5806822838631227;
219231;0;0;0;0;0;0;1.7117254226762213;
130114;0;0;0;0;0;0;1.4232552916450436;
105014;0;0;0;0;0;0;1.7921957643228905;
101915;0;0;0;0;0;0;1.7895679736833408;
401422;0;0;0;0;0;0;1.7263045835185515;
