206727;0;0;0;0;0;0;1.7381311967524575;
206525;0;0;0;0;0;0;1.5607474547661448;
145632;0;0;0;0;0;0;1.7046915022859743;
227533;0;0;0;0;0;0;1.8623956198357527;
255740;0;0;0;0;0;0;1.8082688768821593;
127226;0;0;0;0;0;0;1.5499975869970661;
257946;0;0;0;0;0;0;1.5596232155388474;
123117;0;0;0;0;0;0;-1;
151324;0;0;0;0;0;0;1.7532825569351957;
299760;0;0;0;0;0;0;1.6606315135863619;
191235;0;0;0;0;0;0;1.643445536686818;
510225;0;0;0;0;0;0;1.6476600622017668;
204218;0;0;0;0;0;0;1.6036651071681192;
211821;0;0;0;0;0;0;-1;
103818;0;0;0;0;0;0;-1;
100307;0;0;0;0;0;0;-1;
413934;0;0;0;0;0;0;1.6563121879503244;
238033;0;0;0;0;0;0;1.7628973820803522;
130518;0;0;0;0;0;0;-1;
342129;0;0;0;0;0;0;1.557157828334039;
329844;0;0;0;0;0;0;1.572250122151029;
165941;0;0;0;0;0;0;1.5889328785566814;
111716;0;0;0;0;0;0;-1;
127832;0;0;0;0;0;0;1.6553446979209623;
143830;0;0;0;0;0;0;1.656841426021359;
138130;0;0;0;0;0;0;1.7814833618196535;
105115;0;0;0;0;0;0;-1;
123723;0;0;0;0;0;0;1.6049352295889383;
152225;0;0;0;0;0;0;1.5450378037290355;
122620;0;0;0;0;0;0;-1;
106016;0;0;0;0;0;0;-1;
349244;0;0;0;0;0;0;1.6149632604888449;
136631;0;0;0;0;0;0;1.6224621747274133;
147636;0;0;0;0;0;0;1.6136979741410151;
120111;0;0;0;0;0;0;-1;
219231;0;0;0;0;0;0;1.715954748315754;
130114;0;0;0;0;0;0;1.4929800851733177;
105014;0;0;0;0;0;0;-1;
101915;0;0;0;0;0;0;-1;
401422;0;0;0;0;0;0;1.703334296056732;
