206727;0;0;0;0;0;0;-1;
206525;0;0;0;0;0;0;-1;
145632;0;0;0;0;0;0;-1;
227533;0;0;0;0;0;0;-1;
255740;0;0;0;0;0;0;-1;
127226;0;0;0;0;0;0;-1;
257946;0;0;0;0;0;0;-1;
123117;0;0;0;0;0;0;-1;
151324;0;0;0;0;0;0;2.5926494921143792;
299760;0;0;0;0;0;0;2.4064620689491334;
191235;0;0;0;0;0;0;-1;
510225;0;0;0;0;0;0;-1;
204218;0;0;0;0;0;0;-1;
211821;0;0;0;0;0;0;2.2700170843482024;
103818;0;0;0;0;0;0;2.6409310362377667;
100307;0;0;0;0;0;0;-1;
413934;0;0;0;0;0;0;2.4007685605362616;
238033;0;0;0;0;0;0;2.474571088929593;
130518;0;0;0;0;0;0;2.2709672210252734;
342129;0;0;0;0;0;0;2.2641727840516106;
329844;0;0;0;0;0;0;-1;
165941;0;0;0;0;0;0;2.2409516610642424;
111716;0;0;0;0;0;0;2.5748656230107345;
127832;0;0;0;0;0;0;-1;
143830;0;0;0;0;0;0;-1;
138130;0;0;0;0;0;0;-1;
105115;0;0;0;0;0;0;-1;
123723;0;0;0;0;0;0;-1;
152225;0;0;0;0;0;0;2.2250640482919284;
122620;0;0;0;0;0;0;-1;
106016;0;0;0;0;0;0;-1;
349244;0;0;0;0;0;0;-1;
136631;0;0;0;0;0;0;2.3525286346876855;
147636;0;0;0;0;0;0;2.447992933542827;
120111;0;0;0;0;0;0;-1;
219231;0;0;0;0;0;0;-1;
130114;0;0;0;0;0;0;2.0825336352892223;
105014;0;0;0;0;0;0;2.3100102820503636;
101915;0;0;0;0;0;0;2.6670253213138215;
401422;0;0;0;0;0;0;-1;
