206727;0;0;0;0;0;0;1.466654544837479;
206525;0;0;0;0;0;0;1.353425209861981;
145632;0;0;0;0;0;0;1.5158876771796883;
227533;0;0;0;0;0;0;1.601366236143023;
255740;0;0;0;0;0;0;1.668166753547363;
127226;0;0;0;0;0;0;1.3716425248589579;
257946;0;0;0;0;0;0;1.4050658975938506;
123117;0;0;0;0;0;0;1.3246640776744358;
151324;0;0;0;0;0;0;1.564201197558843;
299760;0;0;0;0;0;0;1.4860016175445663;
191235;0;0;0;0;0;0;1.4189352068357444;
510225;0;0;0;0;0;0;1.4459827509198637;
204218;0;0;0;0;0;0;1.4112141996704488;
211821;0;0;0;0;0;0;1.4232194416900272;
103818;0;0;0;0;0;0;1.5922412945381983;
100307;0;0;0;0;0;0;1.4813347689746141;
413934;0;0;0;0;0;0;1.475348544927104;
238033;0;0;0;0;0;0;1.5187211918326717;
130518;0;0;0;0;0;0;1.415388562773019;
342129;0;0;0;0;0;0;1.4492599116342797;
329844;0;0;0;0;0;0;1.3874951762495433;
165941;0;0;0;0;0;0;1.4294318435983155;
111716;0;0;0;0;0;0;1.521396756228898;
127832;0;0;0;0;0;0;1.4152757176848676;
143830;0;0;0;0;0;0;1.4215871377735312;
138130;0;0;0;0;0;0;1.5929663065098183;
105115;0;0;0;0;0;0;1.602471166544514;
123723;0;0;0;0;0;0;1.4410109008190917;
152225;0;0;0;0;0;0;1.3723500935515298;
122620;0;0;0;0;0;0;1.548055811663782;
106016;0;0;0;0;0;0;1.6305010068303456;
349244;0;0;0;0;0;0;1.5534366821599488;
136631;0;0;0;0;0;0;1.4993018063512136;
147636;0;0;0;0;0;0;1.4124994098848564;
120111;0;0;0;0;0;0;1.4656727407401404;
219231;0;0;0;0;0;0;1.544959746278631;
130114;0;0;0;0;0;0;1.3342019031275423;
105014;0;0;0;0;0;0;1.4891598253405132;
101915;0;0;0;0;0;0;1.62453953974863;
401422;0;0;0;0;0;0;1.566722846034458;
